ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-2755043,G,Podocarpaceae,,Dacrycarpus,,"kinabaluensis",,"","(Wasscher) de Laub.",Accepted,,H,WCSP,383489,687951-1,"J. Arnold Arbor.","50: 330","","1969"
kew-2755046,G,Podocarpaceae,,Dacrycarpus,,"steupii",,"","(Wasscher) de Laub.",Accepted,,H,WCSP,383492,687954-1,"J. Arnold Arbor.","50: 328","","1969"
kew-2755047,G,Podocarpaceae,,Dacrycarpus,,"vieillardii",,"","(Parl.) de Laub.",Accepted,,H,WCSP,383493,687955-1,"J. Arnold Arbor.","50: 326","","1969"
kew-2755049,G,Podocarpaceae,,Dacrydium,,"araucarioides",,"","Brongn. & Gris",Accepted,,H,WCSP,383495,261997-1,"Bull. Soc. Bot. France","13: 426","","1866"
kew-2755051,G,Podocarpaceae,,Dacrydium,,"balansae",,"","Brongn. & Gris",Accepted,,H,WCSP,383497,261999-1,"Bull. Soc. Bot. France","16: 328","","1869"
kew-2755052,G,Podocarpaceae,,Dacrydium,,"beccarii",,"","Parl.",Accepted,,H,WCSP,383498,262000-1,"Prodr.","16(2): 494","","1868"
kew-2755056,G,Podocarpaceae,,Dacrydium,,"comosum",,"","Corner",Accepted,,H,WCSP,383502,828275-1,"Gard. Bull. Straits Settlem.","10: 244","","1939"
kew-2755057,G,Podocarpaceae,,Dacrydium,,"cornwallianum",,"","de Laub.",Accepted,,H,WCSP,383503,935581-1,"in Fl. Males.","10: 366","","1988"
kew-2755059,G,Podocarpaceae,,Dacrydium,,"cupressinum",,"","Sol. ex G.Forst.",Accepted,,H,WCSP,383505,,"Pl. Esc.","80","","1786"
kew-2755061,G,Podocarpaceae,,Dacrydium,,"elatum",,"","(Roxb.) Wall. ex Hook.",Accepted,,H,WCSP,383507,,"London J. Bot.","2: 144","","1843"
kew-2755064,G,Podocarpaceae,,Dacrydium,,"ericoides",,"","de Laub.",Accepted,,H,WCSP,383510,935583-1,"in Fl. Males.","10: 371","","1988"
kew-2755071,G,Podocarpaceae,,Dacrydium,,"gibbsiae",,"","Stapf",Accepted,,H,WCSP,383517,828276-1,"J. Linn. Soc., Bot.","42: 192","","1914"
kew-2755072,G,Podocarpaceae,,Dacrydium,,"gracile",,"","de Laub.",Accepted,,H,WCSP,383518,,"in Fl. Males.","10: 367","","1988"
kew-2755073,G,Podocarpaceae,,Dacrydium,,"guillauminii",,"","J.Buchholz",Accepted,,H,WCSP,383519,828277-1,"Bull. Mus. Natl. Hist. Nat.","II, 21: 282","","1949"
tro-25600217,G,Podocarpaceae,,Dacrydium,,"huonense",,"","A. Cunn. ex Carriere",Unresolved,,L,TRO,25600217,,"Traité Gén. Conif.","490","490",""
kew-2755079,G,Podocarpaceae,,Dacrydium,,"leptophyllum",,"","(Wasscher) de Laub.",Accepted,,H,WCSP,383525,945641-1,"in Fl. Males.","10: 371","","1988"
kew-2755080,G,Podocarpaceae,,Dacrydium,,"lycopodioides",,"","Brongn. & Gris",Accepted,,H,WCSP,383526,262020-1,"Bull. Soc. Bot. France","16: 329","","1869"
kew-2755081,G,Podocarpaceae,,Dacrydium,,"magnum",,"","de Laub.",Accepted,,H,WCSP,383527,687956-1,"J. Arnold Arbor.","50: 299","","1969"
tro-25600220,G,Podocarpaceae,,Dacrydium,,"mayi",,"","Van Houtte ex Gord.",Unresolved,,L,TRO,25600220,,"Pinetum","287","287","1858"
tro-25600232,G,Podocarpaceae,,Dacrydium,,"mayi",,"","Lem.",Unresolved,,L,TRO,25600232,687957-1,"Hort. Vanhoutt.","1(2): 38","38","1846"
kew-2755083,G,Podocarpaceae,,Dacrydium,,"medium",,"","de Laub.",Accepted,,H,WCSP,383529,687958-1,"Blumea","23: 98","","1976"
kew-2755084,G,Podocarpaceae,,Dacrydium,,"nausoriense",,"","de Laub.",Accepted,,H,WCSP,383530,687959-1,"J. Arnold Arbor.","50: 287","","1969"
kew-2755085,G,Podocarpaceae,,Dacrydium,,"nidulum",,"","de Laub.",Accepted,,H,WCSP,383531,687960-1,"J. Arnold Arbor.","50: 292","","1969"
kew-2755087,G,Podocarpaceae,,Dacrydium,,"novoguineense",,"","Gibbs",Accepted,,H,WCSP,383533,828278-1,"Fl. Arfak Mts.","78","","1917"
kew-2755090,G,Podocarpaceae,,Dacrydium,,"pectinatum",,"","de Laub.",Accepted,,H,WCSP,383536,687961-1,"J. Arnold Arbor.","50: 289","","1969"
kew-2755093,G,Podocarpaceae,,Dacrydium,,"spathoides",,"","de Laub.",Accepted,,H,WCSP,383539,687962-1,"J. Arnold Arbor.","50: 299","","1969"
kew-2604127,G,Podocarpaceae,,Dacrydium,×,"suprinii",,"","Nimsch",Accepted,,H,WCSP,381366,,"Feddes Repert.","118: 52","","2007"
tro-25600223,G,Podocarpaceae,,Dacrydium,,"tenuifolium",,"","Parl.",Unresolved,,L,TRO,25600223,262027-1,"Prodr.","16(2): 521","521",""
tro-25600225,G,Podocarpaceae,,Dacrydium,,"thuioides",,"","Banks & Solander ex Carriere",Unresolved,,L,TRO,25600225,,"Traité Gén. Conif.","479","479",""
tro-25600227,G,Podocarpaceae,,Dacrydium,,"vieillardii",,"","Parl.",Unresolved,,L,TRO,25600227,262031-1,"Prodr.","16(2): 521","521",""
kew-2755099,G,Podocarpaceae,,Dacrydium,,"xanthandrum",,"","Pilg.",Accepted,,H,WCSP,383545,828280-1,"Bot. Jahrb. Syst.","69: 252","","1938"
kew-2807611,G,Podocarpaceae,,Falcatifolium,,"angustum",,"","de Laub.",Accepted,,H,WCSP,385367,687975-1,"J. Arnold Arbor.","50: 312","","1969"
tro-25600163,G,Podocarpaceae,,Falcatifolium,,"falcatum",,"","de Laub.",Unresolved,,L,TRO,25600163,,"","","",""
kew-2807612,G,Podocarpaceae,,Falcatifolium,,"falciforme",,"","(Parl.) de Laub.",Accepted,,H,WCSP,385368,687976-1,"J. Arnold Arbor.","50: 309","","1969"
kew-2807615,G,Podocarpaceae,,Falcatifolium,,"gruezoi",,"","de Laub.",Accepted,,H,WCSP,385371,935584-1,"in Fl. Males.","10: 373","","1988"
kew-2807616,G,Podocarpaceae,,Falcatifolium,,"papuanum",,"","de Laub.",Accepted,,H,WCSP,385372,687977-1,"J. Arnold Arbor.","50: 312","","1969"
kew-2807617,G,Podocarpaceae,,Falcatifolium,,"sleumeri",,"","de Laub. & Silba",Accepted,,H,WCSP,385373,936128-1,"Phytologia","65: 329","","1988"
kew-2807618,G,Podocarpaceae,,Falcatifolium,,"taxoides",,"","(Brongn. & Gris) de Laub.",Accepted,,H,WCSP,385374,687978-1,"J. Arnold Arbor.","50: 310","","1969"
kew-2838496,G,Podocarpaceae,,Halocarpus,,"bidwillii",,"","(Hook.f. ex Kirk) C.J.Quinn",Accepted,,H,WCSP,385511,,"Austral. J. Bot.","30: 317","","1982"
kew-2838497,G,Podocarpaceae,,Halocarpus,,"biformis",,"","(Hook.) C.J.Quinn",Accepted,,H,WCSP,385512,,"Austral. J. Bot.","30: 318","","1982"
kew-2838498,G,Podocarpaceae,,Halocarpus,,"kirkii",,"","(F.Muell. ex Parl.) C.J.Quinn",Accepted,,H,WCSP,385513,,"Austral. J. Bot.","30: 318","","1982"
kew-2494848,G,Podocarpaceae,,Lagarostrobos,,"franklinii",,"","(Hook.f.) Quinn",Accepted,,H,WCSP,379176,910807-1,"Austral. J. Bot.","30: 316","","1982"
kew-2494854,G,Podocarpaceae,,Lepidothamnus,,"fonkii",,"","Phil.",Accepted,,H,WCSP,379179,138209-2,"Linnaea","30: 731","","1861"
kew-2494853,G,Podocarpaceae,,Lepidothamnus,,"intermedius",,"","(Kirk) Quinn",Accepted,,H,WCSP,379178,910823-1,"Austral. J. Bot.","30: 316","","1982"
kew-2494852,G,Podocarpaceae,,Lepidothamnus,,"laxifolius",,"","(Hook.f.) Quinn",Accepted,,H,WCSP,379177,910824-1,"Austral. J. Bot.","30: 316","","1982"
kew-2509331,G,Podocarpaceae,,Manoao,,"colensoi",,"","(Hook.) Molloy",Accepted,,H,WCSP,379273,988952-1,"New Zealand J. Bot.","33: 196","","1995"
tro-50235135,G,Podocarpaceae,,Margbensonia,,"chinense",,"","A.E. Bobrov & Melikyan",Unresolved,,L,TRO,50235135,,"Bjull. Moskovsk. Obač. Isp. Prir., Otd. Biol.","103(1): 59","59","1998"
tro-50235346,G,Podocarpaceae,,Margbensonia,,"thevetiiflia",,"","(Zipp. ex Blume) A.E. Bobrov & Melikyan",Accepted,,M,TRO,50235346,1003214-1,"Bjull. Moskovsk. Obač. Isp. Prir., Otd. Biol.","103(1): 60","60","1998"
kew-2509480,G,Podocarpaceae,,Microcachrys,,"tetragona",,"","(Hook.) Hook.f.",Accepted,,H,WCSP,379301,262477-1,"London J. Bot.","4: 150","","1845"
kew-2382005,G,Podocarpaceae,,Nageia,,"arabica",,"","Willd.",Unresolved,,L,WCSP,378137,585626-1,"Sp. Pl.","4: 749","","1806"
kew-2382091,G,Podocarpaceae,,Nageia,,"fleuryi",,"","(Hickel) de Laub.",Accepted,,H,WCSP,378192,943765-1,"Blumea","32: 210","","1987"
kew-2382090,G,Podocarpaceae,,Nageia,,"formosensis",,"","(Dummer) C.N.Page",Accepted,,H,WCSP,378191,946472-1,"Notes Roy. Bot. Gard. Edinburgh","45: 382","","1988 publ. 1989"
kew-2382067,G,Podocarpaceae,,Nageia,,"maxima",,"","(de Laub.) de Laub.",Accepted,,H,WCSP,378171,943764-1,"Blumea","32: 210","","1987"
kew-2382063,G,Podocarpaceae,,Nageia,,"motleyi",,"","(Parl.) de Laub.",Accepted,,H,WCSP,378168,943763-1,"Blumea","32: 210","","1987"
kew-2382061,G,Podocarpaceae,,Nageia,,"nagi",,"","(Thunb.) Kuntze",Accepted,,H,WCSP,378167,262544-1,"Revis. Gen. Pl.","2: 798","","1891"
kew-2381890,G,Podocarpaceae,,Nageia,,"palembanica",,"","(Miq.) Kuntze",Unresolved,,L,WCSP,378103,262553-1,"Revis. Gen. Pl.","2: 800","","1891"
kew-2381872,G,Podocarpaceae,,Nageia,,"wallichiana",,"","(C.Presl) Kuntze",Accepted,,H,WCSP,378101,262578-1,"Revis. Gen. Pl.","2: 800","","1891"
kew-2566879,G,Podocarpaceae,,Parasitaxus,,"ustus",,"","(Vieill.) de Laub.",Accepted,,H,WCSP,380767,687981-1,"in Fl. Nouv.-Caléd.","4: 45","","1972"
kew-2555609,G,Podocarpaceae,,Pherosphaera,,"fitzgeraldii",,"","(F.Muell.) Hook.f.",Accepted,,H,WCSP,379624,,"Hooker's Icon. Pl.","14: t. 1383","","1882"
kew-2567440,G,Podocarpaceae,,Pherosphaera,,"hookeriana",,"","W.Archer bis",Accepted,,H,WCSP,380818,262595-1,"Hooker's J. Bot. Kew Gard. Misc.","2: 52","","1850"
kew-2562664,G,Podocarpaceae,,Phyllocladus,,"aspleniifolius",,"","(Labill.) Hook.f.",Accepted,,H,WCSP,380375,262597-1,"London J. Bot.","4: 151","","1845"
kew-2562662,G,Podocarpaceae,,Phyllocladus,,"hypophyllus",,"","Hook.f.",Accepted,,H,WCSP,380374,262603-1,"Hooker's Icon. Pl.","9: t. 889","","1852"
tro-31200163,G,Podocarpaceae,,Phyllocladus,,"serratifolia",,"","Nois. ex Gord.",Unresolved,,L,TRO,31200163,,"Pinetum","Suppl.: 43","43",""
tro-50007148,G,Podocarpaceae,,Phyllocladus,,"serratifolia",,"","Nois. ex Henkel & W. Hochst.",Unresolved,,L,TRO,50007148,,"Syn. Nadelhölz.","372","372","1865"
kew-2562654,G,Podocarpaceae,,Phyllocladus,,"toatoa",,"","Molloy",Accepted,,H,WCSP,380373,994470-1,"New Zealand J. Bot.","34: 290","","1996"
kew-2562671,G,Podocarpaceae,,Phyllocladus,,"trichomanoides",,"","D.Don",Accepted,,H,WCSP,380380,,"Descr. Pinus","ed. 3, 2: 159","","1832"
kew-2871463,G,Podocarpaceae,,Phyllocladus,,"trichomanoides",var.,"alpinus","(Hook.f.) Parl.",Accepted,,L,WCSP,385855,,"Prodr.","16(2): 498","","1868"
kew-2567435,G,Podocarpaceae,,Podocarpus,,"acuminatus",,"","de Laub.",Accepted,,H,WCSP,380813,301482-2,"Novon","2: 329","","1992"
kew-2567436,G,Podocarpaceae,,Podocarpus,,"acutifolius",,"","Kirk",Accepted,,H,WCSP,380814,263427-1,"Trans. & Proc. New Zealand Inst.","16: 370","","1884"
kew-2567437,G,Podocarpaceae,,Podocarpus,,"affinis",,"","Seem.",Accepted,,H,WCSP,380815,263428-1,"Fl. Vit.","266","","1868"
kew-2567422,G,Podocarpaceae,,Podocarpus,,"alba",,"","J.Baum ex Henkel & Hochst.",Unresolved,,L,WCSP,380802,,"Syn. Nadelhölz.","404","","1865"
kew-2567433,G,Podocarpaceae,,Podocarpus,,"alpinus",,"","R.Br. ex Hook.f.",Accepted,,H,WCSP,380811,77109838-1,"Fl. Tasman.","1: 356","","1857"
tro-100349165,G,Podocarpaceae,,Podocarpus,,"andina",,"","Poepp. ex Endl.",Unresolved,,L,TRO,100349165,324312-2,"Syn. Conif.","219","219","1847"
kew-2568238,G,Podocarpaceae,,Podocarpus,,"angustifolius",,"","Griseb.",Accepted,,H,WCSP,380954,263435-1,"Cat. Pl. Cub.","217","","1866"
kew-2568243,G,Podocarpaceae,,Podocarpus,,"annamiensis",,"","N.E.Gray",Accepted,,H,WCSP,380957,687983-1,"J. Arnold Arbor.","39: 451","","1958"
kew-2568249,G,Podocarpaceae,,Podocarpus,,"aracensis",,"","de Laub. & Silba",Accepted,,H,WCSP,380961,283434-2,"Phytologia","65: 330","","1988"
kew-2568242,G,Podocarpaceae,,Podocarpus,,"archboldii",,"","N.E.Gray",Accepted,,H,WCSP,380956,687984-1,"J. Arnold Arbor.","39: 452","","1958"
kew-2568286,G,Podocarpaceae,,Podocarpus,,"aristulatus",,"","Parl.",Accepted,,H,WCSP,380979,263442-1,"Prodr.","16(2): 513","","1868"
kew-2568289,G,Podocarpaceae,,Podocarpus,,"atjehensis",,"","(Wasscher) de Laub.",Accepted,,H,WCSP,380982,1013641-1,"Phytologia Mem.","7: 60","","1984"
kew-2608293,G,Podocarpaceae,,Podocarpus,,"ballivianensis",,"","Silba",Accepted,,H,WCSP,381577,77092457-1,"J. Int. Conifer Preserv. Soc.","15: 1","","2008"
kew-2568301,G,Podocarpaceae,,Podocarpus,,"barretoi",,"","de Laub. & Silba",Accepted,,H,WCSP,380991,283435-2,"Phytologia","68: 65","","1990"
kew-2568297,G,Podocarpaceae,,Podocarpus,,"borneensis",,"","de Laub.",Accepted,,H,WCSP,380988,906887-1,"Blumea","30: 266","","1985"
kew-2568184,G,Podocarpaceae,,Podocarpus,,"bracteatus",,"","Blume",Accepted,,H,WCSP,380950,263448-1,"Enum. Pl. Javae","88","","1827"
kew-2567416,G,Podocarpaceae,,Podocarpus,,"brasiliensis",,"","de Laub.",Accepted,,H,WCSP,380797,928613-1,"Fl. Venez.","11(2): 31","","1982"
kew-2551887,G,Podocarpaceae,,Podocarpus,,"brassii",,"","Pilg.",Accepted,,H,WCSP,379576,828285-1,"Bot. Jahrb. Syst.","68: 246","","1937"
kew-2567417,G,Podocarpaceae,,Podocarpus,,"brassii",var.,"humilis","de Laub.",Accepted,,L,WCSP,380798,919071-1,"Blumea","30: 274","","1985"
kew-2551866,G,Podocarpaceae,,Podocarpus,,"brevifolius",,"","(Stapf) Foxw.",Accepted,,H,WCSP,379565,828286-1,"Philipp. J. Sci., C","6: 160","","1911"
tro-50235158,G,Podocarpaceae,,Podocarpus,,"brownii",,"","C.E. Bertrand",Unresolved,,L,TRO,50235158,,"Ann. Sci. Nat. (Ser. 4)","20: 64","64","1974"
kew-2567418,G,Podocarpaceae,,Podocarpus,,"buchholzii",,"","de Laub.",Accepted,,H,WCSP,380799,301685-2,"Fl. Venez.","11(2): 31","","1982"
kew-2567424,G,Podocarpaceae,,Podocarpus,,"capuronii",,"","de Laub.",Accepted,,H,WCSP,380804,687985-1,"Adansonia","n.s., 11: 713","","1971 publ. 1972"
kew-2567426,G,Podocarpaceae,,Podocarpus,,"celatus",,"","de Laub.",Accepted,,H,WCSP,380806,301686-2,"Fl. Venez.","11(2): 35","","1982"
kew-2567458,G,Podocarpaceae,,Podocarpus,,"chinensis",,"","Wall. ex J.Forbes",Accepted,,H,WCSP,380832,,"Pinet. Woburn.","212","","1839"
kew-2567459,G,Podocarpaceae,,Podocarpus,,"chinensis",var.,"wardii","de Laub. & Silba",Accepted,,L,WCSP,380833,950764-1,"Phytologia","65: 331","","1988"
kew-2567460,G,Podocarpaceae,,Podocarpus,,"chingianus",,"","S.Y.Hu",Accepted,,H,WCSP,380834,687986-1,"Taiwania","10: 32","","1964"
tro-50063447,G,Podocarpaceae,,Podocarpus,,"colombianus",,"","J. Buchholz & N.E. Gray",Unresolved,,L,TRO,50063447,,"","","",""
kew-2567462,G,Podocarpaceae,,Podocarpus,,"confertus",,"","de Laub.",Accepted,,H,WCSP,380836,906888-1,"Blumea","30: 271","","1985"
kew-2567465,G,Podocarpaceae,,Podocarpus,,"coriaceus",,"","Rich. & A.Rich.",Accepted,,H,WCSP,380838,,"Comm. Bot. Conif. Cycad.","14","","1826"
tro-50063517,G,Podocarpaceae,,Podocarpus,,"corralensis",,"","J. Buchholz & N.E. Gray",Unresolved,,L,TRO,50063517,,"","","",""
kew-2567467,G,Podocarpaceae,,Podocarpus,,"costalis",,"","C.Presl",Accepted,,H,WCSP,380840,263463-1,"Epimel. Bot.","236","","1851"
kew-2567468,G,Podocarpaceae,,Podocarpus,,"costalis",var.,"muroii","Silba",Unresolved,,L,WCSP,380841,1012976-1,"J. Int. Conifer Preserv. Soc.","7: 33","","2000"
kew-2567470,G,Podocarpaceae,,Podocarpus,,"costaricensis",,"","de Laub.",Accepted,,H,WCSP,380843,283437-2,"Brenesia","33: 120","","1990 publ. 1991"
tro-50221933,G,Podocarpaceae,,Podocarpus,,"crassifolius",,"","N.E. Gray",Unresolved,,L,TRO,50221933,,"","","",""
kew-2567471,G,Podocarpaceae,,Podocarpus,,"crassigemmis",,"","de Laub.",Accepted,,H,WCSP,380844,687987-1,"Blumea","26: 141","","1980"
kew-2567466,G,Podocarpaceae,,Podocarpus,,"cunninghamii",,"","Colenso",Accepted,,H,WCSP,380839,687988-1,"Mem. Nat. Hist. Reg. Buahine Mt. Range, N. Zeal.","1845-1847: 58","","1884"
tro-25600189,G,Podocarpaceae,,Podocarpus,,"cupressina",,"","R. Br. ex Mirb.",Unresolved,,L,TRO,25600189,263465-1,"Mém. Mus. Hist. Nat.","13: 75","75","1825"
kew-2551875,G,Podocarpaceae,,Podocarpus,,"decumbens",,"","N.E.Gray",Accepted,,H,WCSP,379571,828296-1,"J. Arnold Arbor.","36: 202","","1955"
kew-2551876,G,Podocarpaceae,,Podocarpus,,"deflexus",,"","Ridl.",Accepted,,H,WCSP,379572,828297-1,"Fl. Malay Penins.","5: 283","","1925"
kew-2567446,G,Podocarpaceae,,Podocarpus,,"degeneri",,"","(N.E.Gray) de Laub.",Accepted,,H,WCSP,380823,1013642-1,"Phytologia Mem.","7: 61","","1984"
kew-2567448,G,Podocarpaceae,,Podocarpus,,"dieffenbachii",,"","Hook.",Unresolved,,L,WCSP,380825,263470-1,"Hooker's Icon. Pl.","6: t. 547","","1843"
kew-2551877,G,Podocarpaceae,,Podocarpus,,"dispermus",,"","C.T.White",Accepted,,H,WCSP,379573,828298-1,"Contr. Arnold Arbor.","4: 10","","1933"
kew-2567451,G,Podocarpaceae,,Podocarpus,,"drouynianus",,"","F.Muell.",Accepted,,H,WCSP,380828,263472-1,"Fragm.","4: 86","","1864"
kew-2567455,G,Podocarpaceae,,Podocarpus,,"elatus",,"","R.Br. ex Endl.",Accepted,,H,WCSP,380830,120790-3,"Syn. Conif.","213","","1847"
kew-2567534,G,Podocarpaceae,,Podocarpus,,"elongatus",,"","(Aiton) L'Hér. ex Pers.",Accepted,,H,WCSP,380858,263477-1,"Syn. Pl.","2: 580","","1807"
kew-2567602,G,Podocarpaceae,,Podocarpus,,"epiphyticus",,"","de Laub. & Silba",Accepted,,H,WCSP,380915,934562-1,"Phytologia","64: 290","","1988"
kew-2567609,G,Podocarpaceae,,Podocarpus,,"fasciculus",,"","de Laub.",Accepted,,H,WCSP,380921,906889-1,"Blumea","30: 277","","1985"
kew-2567608,G,Podocarpaceae,,Podocarpus,,"gibbsii",,"","N.E.Gray",Accepted,,H,WCSP,380920,687991-1,"J. Arnold Arbor.","39: 429","","1958"
kew-2551790,G,Podocarpaceae,,Podocarpus,,"glaucus",,"","Foxw.",Accepted,,H,WCSP,379535,828307-1,"Philipp. J. Sci., C","2: 258","","1907"
kew-2567606,G,Podocarpaceae,,Podocarpus,,"globulus",,"","de Laub.",Accepted,,H,WCSP,380918,906890-1,"Blumea","30: 269","","1985"
kew-2567584,G,Podocarpaceae,,Podocarpus,,"glomeratus",,"","D.Don",Accepted,,H,WCSP,380899,263488-1,"Descr. Pinus","2: 21","","1824"
kew-2567585,G,Podocarpaceae,,Podocarpus,,"gnidioides",,"","Carrière",Accepted,,H,WCSP,380900,263489-1,"Traité Gén. Conif.","ed. 2: 656","","1867"
kew-2567588,G,Podocarpaceae,,Podocarpus,,"grayae",,"","de Laub.",Accepted,,H,WCSP,380903,906891-1,"Blumea","30: 275","","1985"
kew-2578055,G,Podocarpaceae,,Podocarpus,,"guatemalensis",,"","Standl.",Accepted,,H,WCSP,381228,204582-2,"Proc. Biol. Soc. Wash.","32: 49","","1924"
kew-2551793,G,Podocarpaceae,,Podocarpus,,"henkelii",,"","Stapf ex Dallim. & B.D.Jacks.",Accepted,,H,WCSP,379538,,"Handb. Conif.","45","","1923"
kew-2567583,G,Podocarpaceae,,Podocarpus,,"hispaniolensis",,"","de Laub.",Accepted,,H,WCSP,380898,928803-1,"Moscosoa","3: 149","","1984"
kew-2567593,G,Podocarpaceae,,Podocarpus,,"humbertii",,"","de Laub.",Accepted,,H,WCSP,380908,687992-1,"Adansonia","n.s., 11: 714","","1971 publ. 1972"
tro-50068241,G,Podocarpaceae,,Podocarpus,,"idioblastus",,"","J. Buchholz",Unresolved,,L,TRO,50068241,,"","","",""
kew-2567641,G,Podocarpaceae,,Podocarpus,,"indonesiensis",,"","de Laub. & Silba",Accepted,,H,WCSP,380946,934564-1,"Phytologia","64: 292","","1988"
kew-2567636,G,Podocarpaceae,,Podocarpus,,"insularis",,"","de Laub.",Accepted,,H,WCSP,380941,906892-1,"Blumea","30: 266","","1985"
kew-2568299,G,Podocarpaceae,,Podocarpus,,"lambertii",,"","Klotzsch ex Endl.",Accepted,,H,WCSP,380990,204586-2,"Syn. Conif.","211","","1847"
kew-2568273,G,Podocarpaceae,,Podocarpus,,"latifolius",,"","(Thunb.) R.Br. ex Mirb.",Accepted,,H,WCSP,380968,,"Mém. Mus. Hist. Nat.","13: 75","","1825"
kew-2568284,G,Podocarpaceae,,Podocarpus,,"laubenfelsii",,"","Tiong",Accepted,,H,WCSP,380977,,"Blumea","29: 523","","1984"
kew-2578380,G,Podocarpaceae,,Podocarpus,,"lawrencei",,"","Hook.f.",Accepted,,H,WCSP,381234,263516-1,"London J. Bot.","4: 151","","1845"
kew-2551797,G,Podocarpaceae,,Podocarpus,,"ledermannii",,"","Pilg.",Accepted,,H,WCSP,379541,828315-1,"Bot. Jahrb. Syst.","54: 210","","1916"
kew-2568278,G,Podocarpaceae,,Podocarpus,,"levis",,"","de Laub.",Accepted,,H,WCSP,380972,687995-1,"Blumea","24: 496","","1978"
kew-2551792,G,Podocarpaceae,,Podocarpus,×,"loderi",,"","Cockayne",Accepted,,H,WCSP,379537,828319-1,"Rep. Conif. Conf. R.H.S.","1931: 161","","1932"
kew-2568280,G,Podocarpaceae,,Podocarpus,,"longifoliolatus",,"","Pilg.",Accepted,,H,WCSP,380974,,"Pflanzenr.","IV, 5: 79","","1903"
tro-25600107,G,Podocarpaceae,,Podocarpus,,"longifolius",,"","Hort. ex Carrière",Unresolved,,L,TRO,25600107,263520-1,"","","",""
kew-2568283,G,Podocarpaceae,,Podocarpus,,"lophatus",,"","de Laub.",Accepted,,H,WCSP,380976,687996-1,"Kalikasan","7: 137","","1978"
kew-2568234,G,Podocarpaceae,,Podocarpus,,"lucienii",,"","de Laub.",Accepted,,H,WCSP,380951,687997-1,"Brittonia","12: 80","","1960"
